lag0,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,lag9,Values
108450,108420,108390,108360,108330,108300,108270,108240,108210,108180,657.96
108480,108450,108420,108390,108360,108330,108300,108270,108240,108210,666
108510,108480,108450,108420,108390,108360,108330,108300,108270,108240,676.56
108540,108510,108480,108450,108420,108390,108360,108330,108300,108270,667.5
108570,108540,108510,108480,108450,108420,108390,108360,108330,108300,670.86
108600,108570,108540,108510,108480,108450,108420,108390,108360,108330,680.28
108630,108600,108570,108540,108510,108480,108450,108420,108390,108360,655.08
108660,108630,108600,108570,108540,108510,108480,108450,108420,108390,642.42
108690,108660,108630,108600,108570,108540,108510,108480,108450,108420,644.34
108720,108690,108660,108630,108600,108570,108540,108510,108480,108450,669.6
108750,108720,108690,108660,108630,108600,108570,108540,108510,108480,661.44
108780,108750,108720,108690,108660,108630,108600,108570,108540,108510,656.4
108810,108780,108750,108720,108690,108660,108630,108600,108570,108540,654.96
108840,108810,108780,108750,108720,108690,108660,108630,108600,108570,654.42
108870,108840,108810,108780,108750,108720,108690,108660,108630,108600,681.48
108900,108870,108840,108810,108780,108750,108720,108690,108660,108630,667.62
108930,108900,108870,108840,108810,108780,108750,108720,108690,108660,655.68
108960,108930,108900,108870,108840,108810,108780,108750,108720,108690,670.14
108990,108960,108930,108900,108870,108840,108810,108780,108750,108720,651.48
109020,108990,108960,108930,108900,108870,108840,108810,108780,108750,661.32
109050,109020,108990,108960,108930,108900,108870,108840,108810,108780,634.02
109080,109050,109020,108990,108960,108930,108900,108870,108840,108810,628.02
109110,109080,109050,109020,108990,108960,108930,108900,108870,108840,620.76
109140,109110,109080,109050,109020,108990,108960,108930,108900,108870,618.24
109170,109140,109110,109080,109050,109020,108990,108960,108930,108900,610.44
109200,109170,109140,109110,109080,109050,109020,108990,108960,108930,581.16
109230,109200,109170,109140,109110,109080,109050,109020,108990,108960,608.28
109260,109230,109200,109170,109140,109110,109080,109050,109020,108990,598.26
109290,109260,109230,109200,109170,109140,109110,109080,109050,109020,591.9
109320,109290,109260,109230,109200,109170,109140,109110,109080,109050,570.66
109350,109320,109290,109260,109230,109200,109170,109140,109110,109080,575.4
109380,109350,109320,109290,109260,109230,109200,109170,109140,109110,579.54
109410,109380,109350,109320,109290,109260,109230,109200,109170,109140,580.38
109440,109410,109380,109350,109320,109290,109260,109230,109200,109170,571.62
109470,109440,109410,109380,109350,109320,109290,109260,109230,109200,573.84
109500,109470,109440,109410,109380,109350,109320,109290,109260,109230,565.26
109530,109500,109470,109440,109410,109380,109350,109320,109290,109260,543.36
109560,109530,109500,109470,109440,109410,109380,109350,109320,109290,533.46
109590,109560,109530,109500,109470,109440,109410,109380,109350,109320,592.56
109620,109590,109560,109530,109500,109470,109440,109410,109380,109350,583.56
109650,109620,109590,109560,109530,109500,109470,109440,109410,109380,566.58
109680,109650,109620,109590,109560,109530,109500,109470,109440,109410,524.04
109710,109680,109650,109620,109590,109560,109530,109500,109470,109440,498.9
109740,109710,109680,109650,109620,109590,109560,109530,109500,109470,383.1
109770,109740,109710,109680,109650,109620,109590,109560,109530,109500,347.88
109800,109770,109740,109710,109680,109650,109620,109590,109560,109530,347.58
109830,109800,109770,109740,109710,109680,109650,109620,109590,109560,312.36
109860,109830,109800,109770,109740,109710,109680,109650,109620,109590,303.78
109890,109860,109830,109800,109770,109740,109710,109680,109650,109620,330.48
109920,109890,109860,109830,109800,109770,109740,109710,109680,109650,308.58
109950,109920,109890,109860,109830,109800,109770,109740,109710,109680,374.58
109980,109950,109920,109890,109860,109830,109800,109770,109740,109710,327.66
110010,109980,109950,109920,109890,109860,109830,109800,109770,109740,341.88
110040,110010,109980,109950,109920,109890,109860,109830,109800,109770,322.92
110070,110040,110010,109980,109950,109920,109890,109860,109830,109800,323.22
110100,110070,110040,110010,109980,109950,109920,109890,109860,109830,320.34
110130,110100,110070,110040,110010,109980,109950,109920,109890,109860,352.98
110160,110130,110100,110070,110040,110010,109980,109950,109920,109890,363.72
110190,110160,110130,110100,110070,110040,110010,109980,109950,109920,355.56
110220,110190,110160,110130,110100,110070,110040,110010,109980,109950,354.36
110250,110220,110190,110160,110130,110100,110070,110040,110010,109980,348.48
110280,110250,110220,110190,110160,110130,110100,110070,110040,110010,364.38
110310,110280,110250,110220,110190,110160,110130,110100,110070,110040,388.8
110340,110310,110280,110250,110220,110190,110160,110130,110100,110070,360.66
110370,110340,110310,110280,110250,110220,110190,110160,110130,110100,342.84
110400,110370,110340,110310,110280,110250,110220,110190,110160,110130,370.92
110430,110400,110370,110340,110310,110280,110250,110220,110190,110160,365.34
110460,110430,110400,110370,110340,110310,110280,110250,110220,110190,357
110490,110460,110430,110400,110370,110340,110310,110280,110250,110220,349.68
110520,110490,110460,110430,110400,110370,110340,110310,110280,110250,360.54
110550,110520,110490,110460,110430,110400,110370,110340,110310,110280,318.42
110580,110550,110520,110490,110460,110430,110400,110370,110340,110310,318.9
110610,110580,110550,110520,110490,110460,110430,110400,110370,110340,334.98
110640,110610,110580,110550,110520,110490,110460,110430,110400,110370,326.88
110670,110640,110610,110580,110550,110520,110490,110460,110430,110400,348.84
110700,110670,110640,110610,110580,110550,110520,110490,110460,110430,293.22
110730,110700,110670,110640,110610,110580,110550,110520,110490,110460,279.36
110760,110730,110700,110670,110640,110610,110580,110550,110520,110490,281.22
110790,110760,110730,110700,110670,110640,110610,110580,110550,110520,280.2
110820,110790,110760,110730,110700,110670,110640,110610,110580,110550,275.52
110850,110820,110790,110760,110730,110700,110670,110640,110610,110580,285.3
110880,110850,110820,110790,110760,110730,110700,110670,110640,110610,299.04
110910,110880,110850,110820,110790,110760,110730,110700,110670,110640,279.12
110940,110910,110880,110850,110820,110790,110760,110730,110700,110670,272.58
110970,110940,110910,110880,110850,110820,110790,110760,110730,110700,272.28
111000,110970,110940,110910,110880,110850,110820,110790,110760,110730,277.92
111030,111000,110970,110940,110910,110880,110850,110820,110790,110760,295.44
111060,111030,111000,110970,110940,110910,110880,110850,110820,110790,282.48
111090,111060,111030,111000,110970,110940,110910,110880,110850,110820,281.7
111120,111090,111060,111030,111000,110970,110940,110910,110880,110850,277.44
111150,111120,111090,111060,111030,111000,110970,110940,110910,110880,274.44
111180,111150,111120,111090,111060,111030,111000,110970,110940,110910,270.12
111210,111180,111150,111120,111090,111060,111030,111000,110970,110940,282.24
111240,111210,111180,111150,111120,111090,111060,111030,111000,110970,300
111270,111240,111210,111180,111150,111120,111090,111060,111030,111000,276.42
111300,111270,111240,111210,111180,111150,111120,111090,111060,111030,279
111330,111300,111270,111240,111210,111180,111150,111120,111090,111060,271.86
111360,111330,111300,111270,111240,111210,111180,111150,111120,111090,295.02
111390,111360,111330,111300,111270,111240,111210,111180,111150,111120,289.32
111420,111390,111360,111330,111300,111270,111240,111210,111180,111150,304.26
111450,111420,111390,111360,111330,111300,111270,111240,111210,111180,288.6
111480,111450,111420,111390,111360,111330,111300,111270,111240,111210,313.26
111510,111480,111450,111420,111390,111360,111330,111300,111270,111240,291.54
111540,111510,111480,111450,111420,111390,111360,111330,111300,111270,288.54
111570,111540,111510,111480,111450,111420,111390,111360,111330,111300,293.22
111600,111570,111540,111510,111480,111450,111420,111390,111360,111330,320.7
111630,111600,111570,111540,111510,111480,111450,111420,111390,111360,312
111660,111630,111600,111570,111540,111510,111480,111450,111420,111390,287.7
111690,111660,111630,111600,111570,111540,111510,111480,111450,111420,291.18
111720,111690,111660,111630,111600,111570,111540,111510,111480,111450,300.48
111750,111720,111690,111660,111630,111600,111570,111540,111510,111480,307.98
111780,111750,111720,111690,111660,111630,111600,111570,111540,111510,314.7
111810,111780,111750,111720,111690,111660,111630,111600,111570,111540,284.88
111840,111810,111780,111750,111720,111690,111660,111630,111600,111570,274.86
111870,111840,111810,111780,111750,111720,111690,111660,111630,111600,331.44
111900,111870,111840,111810,111780,111750,111720,111690,111660,111630,303
111930,111900,111870,111840,111810,111780,111750,111720,111690,111660,312.72
111960,111930,111900,111870,111840,111810,111780,111750,111720,111690,343.92
111990,111960,111930,111900,111870,111840,111810,111780,111750,111720,319.56
112020,111990,111960,111930,111900,111870,111840,111810,111780,111750,316.92
112050,112020,111990,111960,111930,111900,111870,111840,111810,111780,310.98
112080,112050,112020,111990,111960,111930,111900,111870,111840,111810,325.98
112110,112080,112050,112020,111990,111960,111930,111900,111870,111840,320.64
112140,112110,112080,112050,112020,111990,111960,111930,111900,111870,336.96
112170,112140,112110,112080,112050,112020,111990,111960,111930,111900,329.94
112200,112170,112140,112110,112080,112050,112020,111990,111960,111930,320.82
112230,112200,112170,112140,112110,112080,112050,112020,111990,111960,355.26
112260,112230,112200,112170,112140,112110,112080,112050,112020,111990,313.02
112290,112260,112230,112200,112170,112140,112110,112080,112050,112020,338.82
112320,112290,112260,112230,112200,112170,112140,112110,112080,112050,371.52
112350,112320,112290,112260,112230,112200,112170,112140,112110,112080,343.8
112380,112350,112320,112290,112260,112230,112200,112170,112140,112110,342.96
112410,112380,112350,112320,112290,112260,112230,112200,112170,112140,384.42
112440,112410,112380,112350,112320,112290,112260,112230,112200,112170,376.02
112470,112440,112410,112380,112350,112320,112290,112260,112230,112200,355.62
112500,112470,112440,112410,112380,112350,112320,112290,112260,112230,411.12
112530,112500,112470,112440,112410,112380,112350,112320,112290,112260,419.22
112560,112530,112500,112470,112440,112410,112380,112350,112320,112290,478.56
112590,112560,112530,112500,112470,112440,112410,112380,112350,112320,543.06
112620,112590,112560,112530,112500,112470,112440,112410,112380,112350,557.94
112650,112620,112590,112560,112530,112500,112470,112440,112410,112380,540.48
112680,112650,112620,112590,112560,112530,112500,112470,112440,112410,606.06
112710,112680,112650,112620,112590,112560,112530,112500,112470,112440,670.08
112740,112710,112680,112650,112620,112590,112560,112530,112500,112470,631.5
112770,112740,112710,112680,112650,112620,112590,112560,112530,112500,625.02
112800,112770,112740,112710,112680,112650,112620,112590,112560,112530,648.36
112830,112800,112770,112740,112710,112680,112650,112620,112590,112560,619.56
112860,112830,112800,112770,112740,112710,112680,112650,112620,112590,646.14
112890,112860,112830,112800,112770,112740,112710,112680,112650,112620,674.28
112920,112890,112860,112830,112800,112770,112740,112710,112680,112650,664.02
112950,112920,112890,112860,112830,112800,112770,112740,112710,112680,676.8
112980,112950,112920,112890,112860,112830,112800,112770,112740,112710,654.96
113010,112980,112950,112920,112890,112860,112830,112800,112770,112740,621.18
113040,113010,112980,112950,112920,112890,112860,112830,112800,112770,666.96
113070,113040,113010,112980,112950,112920,112890,112860,112830,112800,727.44
113100,113070,113040,113010,112980,112950,112920,112890,112860,112830,705.84
113130,113100,113070,113040,113010,112980,112950,112920,112890,112860,697.08
113160,113130,113100,113070,113040,113010,112980,112950,112920,112890,686.34
113190,113160,113130,113100,113070,113040,113010,112980,112950,112920,690.84
113220,113190,113160,113130,113100,113070,113040,113010,112980,112950,712.26
113250,113220,113190,113160,113130,113100,113070,113040,113010,112980,726.42
113280,113250,113220,113190,113160,113130,113100,113070,113040,113010,707.88
113310,113280,113250,113220,113190,113160,113130,113100,113070,113040,677.88
113340,113310,113280,113250,113220,113190,113160,113130,113100,113070,632.52
113370,113340,113310,113280,113250,113220,113190,113160,113130,113100,646.62
113400,113370,113340,113310,113280,113250,113220,113190,113160,113130,646.68
113430,113400,113370,113340,113310,113280,113250,113220,113190,113160,688.8
113460,113430,113400,113370,113340,113310,113280,113250,113220,113190,650.22
113490,113460,113430,113400,113370,113340,113310,113280,113250,113220,638.34
113520,113490,113460,113430,113400,113370,113340,113310,113280,113250,619.32
113550,113520,113490,113460,113430,113400,113370,113340,113310,113280,588.72
113580,113550,113520,113490,113460,113430,113400,113370,113340,113310,604.32
113610,113580,113550,113520,113490,113460,113430,113400,113370,113340,618.12
113640,113610,113580,113550,113520,113490,113460,113430,113400,113370,609.3
113670,113640,113610,113580,113550,113520,113490,113460,113430,113400,602.82
113700,113670,113640,113610,113580,113550,113520,113490,113460,113430,575.46
113730,113700,113670,113640,113610,113580,113550,113520,113490,113460,585.42
113760,113730,113700,113670,113640,113610,113580,113550,113520,113490,583.38
113790,113760,113730,113700,113670,113640,113610,113580,113550,113520,617.58
113820,113790,113760,113730,113700,113670,113640,113610,113580,113550,574.62
113850,113820,113790,113760,113730,113700,113670,113640,113610,113580,584.46
113880,113850,113820,113790,113760,113730,113700,113670,113640,113610,578.16
113910,113880,113850,113820,113790,113760,113730,113700,113670,113640,579.12
113940,113910,113880,113850,113820,113790,113760,113730,113700,113670,566.28
113970,113940,113910,113880,113850,113820,113790,113760,113730,113700,595.86
114000,113970,113940,113910,113880,113850,113820,113790,113760,113730,594.48
114030,114000,113970,113940,113910,113880,113850,113820,113790,113760,617.16
114060,114030,114000,113970,113940,113910,113880,113850,113820,113790,598.14
114090,114060,114030,114000,113970,113940,113910,113880,113850,113820,615.42
114120,114090,114060,114030,114000,113970,113940,113910,113880,113850,628.08
114150,114120,114090,114060,114030,114000,113970,113940,113910,113880,654.6
114180,114150,114120,114090,114060,114030,114000,113970,113940,113910,635.7
114210,114180,114150,114120,114090,114060,114030,114000,113970,113940,621.42
114240,114210,114180,114150,114120,114090,114060,114030,114000,113970,599.46
114270,114240,114210,114180,114150,114120,114090,114060,114030,114000,601.38
114300,114270,114240,114210,114180,114150,114120,114090,114060,114030,549.06
114330,114300,114270,114240,114210,114180,114150,114120,114090,114060,613.8
114360,114330,114300,114270,114240,114210,114180,114150,114120,114090,665.88
114390,114360,114330,114300,114270,114240,114210,114180,114150,114120,611.34
114420,114390,114360,114330,114300,114270,114240,114210,114180,114150,614.82
114450,114420,114390,114360,114330,114300,114270,114240,114210,114180,612.24
114480,114450,114420,114390,114360,114330,114300,114270,114240,114210,654.54
114510,114480,114450,114420,114390,114360,114330,114300,114270,114240,663.06
114540,114510,114480,114450,114420,114390,114360,114330,114300,114270,687.18
114570,114540,114510,114480,114450,114420,114390,114360,114330,114300,653.22
114600,114570,114540,114510,114480,114450,114420,114390,114360,114330,682.02
114630,114600,114570,114540,114510,114480,114450,114420,114390,114360,671.16
114660,114630,114600,114570,114540,114510,114480,114450,114420,114390,669.72
114690,114660,114630,114600,114570,114540,114510,114480,114450,114420,733.98
114720,114690,114660,114630,114600,114570,114540,114510,114480,114450,683.22
114750,114720,114690,114660,114630,114600,114570,114540,114510,114480,677.82
114780,114750,114720,114690,114660,114630,114600,114570,114540,114510,686.94
114810,114780,114750,114720,114690,114660,114630,114600,114570,114540,652.44
114840,114810,114780,114750,114720,114690,114660,114630,114600,114570,654.3
114870,114840,114810,114780,114750,114720,114690,114660,114630,114600,670.02
114900,114870,114840,114810,114780,114750,114720,114690,114660,114630,659.46
114930,114900,114870,114840,114810,114780,114750,114720,114690,114660,628.86
114960,114930,114900,114870,114840,114810,114780,114750,114720,114690,616.44
114990,114960,114930,114900,114870,114840,114810,114780,114750,114720,604.2
115020,114990,114960,114930,114900,114870,114840,114810,114780,114750,566.82
115050,115020,114990,114960,114930,114900,114870,114840,114810,114780,655.68
115080,115050,115020,114990,114960,114930,114900,114870,114840,114810,600.6
115110,115080,115050,115020,114990,114960,114930,114900,114870,114840,602.88
115140,115110,115080,115050,115020,114990,114960,114930,114900,114870,607.56
115170,115140,115110,115080,115050,115020,114990,114960,114930,114900,618.54
115200,115170,115140,115110,115080,115050,115020,114990,114960,114930,618.3
115230,115200,115170,115140,115110,115080,115050,115020,114990,114960,626.1
115260,115230,115200,115170,115140,115110,115080,115050,115020,114990,619.56
115290,115260,115230,115200,115170,115140,115110,115080,115050,115020,612.84
115320,115290,115260,115230,115200,115170,115140,115110,115080,115050,602.34
115350,115320,115290,115260,115230,115200,115170,115140,115110,115080,580.5
115380,115350,115320,115290,115260,115230,115200,115170,115140,115110,586.68
115410,115380,115350,115320,115290,115260,115230,115200,115170,115140,620.82
115440,115410,115380,115350,115320,115290,115260,115230,115200,115170,633.9
115470,115440,115410,115380,115350,115320,115290,115260,115230,115200,633.78
115500,115470,115440,115410,115380,115350,115320,115290,115260,115230,596.88
115530,115500,115470,115440,115410,115380,115350,115320,115290,115260,614.22
115560,115530,115500,115470,115440,115410,115380,115350,115320,115290,614.76
115590,115560,115530,115500,115470,115440,115410,115380,115350,115320,646.98
115620,115590,115560,115530,115500,115470,115440,115410,115380,115350,657
115650,115620,115590,115560,115530,115500,115470,115440,115410,115380,644.58
115680,115650,115620,115590,115560,115530,115500,115470,115440,115410,650.52
115710,115680,115650,115620,115590,115560,115530,115500,115470,115440,630.18
115740,115710,115680,115650,115620,115590,115560,115530,115500,115470,602.46
115770,115740,115710,115680,115650,115620,115590,115560,115530,115500,632.28
115800,115770,115740,115710,115680,115650,115620,115590,115560,115530,657.96
115830,115800,115770,115740,115710,115680,115650,115620,115590,115560,661.44
115860,115830,115800,115770,115740,115710,115680,115650,115620,115590,626.94
115890,115860,115830,115800,115770,115740,115710,115680,115650,115620,635.46
115920,115890,115860,115830,115800,115770,115740,115710,115680,115650,629.58
115950,115920,115890,115860,115830,115800,115770,115740,115710,115680,658.32
115980,115950,115920,115890,115860,115830,115800,115770,115740,115710,661.98
116010,115980,115950,115920,115890,115860,115830,115800,115770,115740,663.66
116040,116010,115980,115950,115920,115890,115860,115830,115800,115770,659.04
116070,116040,116010,115980,115950,115920,115890,115860,115830,115800,653.04
116100,116070,116040,116010,115980,115950,115920,115890,115860,115830,664.68
116130,116100,116070,116040,116010,115980,115950,115920,115890,115860,639.54
116160,116130,116100,116070,116040,116010,115980,115950,115920,115890,669.42
116190,116160,116130,116100,116070,116040,116010,115980,115950,115920,653.4
116220,116190,116160,116130,116100,116070,116040,116010,115980,115950,647.52
116250,116220,116190,116160,116130,116100,116070,116040,116010,115980,640.92
116280,116250,116220,116190,116160,116130,116100,116070,116040,116010,632.46
116310,116280,116250,116220,116190,116160,116130,116100,116070,116040,646.74
116340,116310,116280,116250,116220,116190,116160,116130,116100,116070,637.8
116370,116340,116310,116280,116250,116220,116190,116160,116130,116100,655.02
116400,116370,116340,116310,116280,116250,116220,116190,116160,116130,640.86
116430,116400,116370,116340,116310,116280,116250,116220,116190,116160,606.54
116460,116430,116400,116370,116340,116310,116280,116250,116220,116190,594.78
116490,116460,116430,116400,116370,116340,116310,116280,116250,116220,574.86
116520,116490,116460,116430,116400,116370,116340,116310,116280,116250,592.08
116550,116520,116490,116460,116430,116400,116370,116340,116310,116280,584.04
116580,116550,116520,116490,116460,116430,116400,116370,116340,116310,562.86
116610,116580,116550,116520,116490,116460,116430,116400,116370,116340,574.68
116640,116610,116580,116550,116520,116490,116460,116430,116400,116370,553.02
116670,116640,116610,116580,116550,116520,116490,116460,116430,116400,564
116700,116670,116640,116610,116580,116550,116520,116490,116460,116430,581.4
116730,116700,116670,116640,116610,116580,116550,116520,116490,116460,590.34
116760,116730,116700,116670,116640,116610,116580,116550,116520,116490,581.4
116790,116760,116730,116700,116670,116640,116610,116580,116550,116520,539.1
116820,116790,116760,116730,116700,116670,116640,116610,116580,116550,560.94
116850,116820,116790,116760,116730,116700,116670,116640,116610,116580,551.94
116880,116850,116820,116790,116760,116730,116700,116670,116640,116610,612.42
116910,116880,116850,116820,116790,116760,116730,116700,116670,116640,588.84
116940,116910,116880,116850,116820,116790,116760,116730,116700,116670,572.7
116970,116940,116910,116880,116850,116820,116790,116760,116730,116700,564.36
117000,116970,116940,116910,116880,116850,116820,116790,116760,116730,564
117030,117000,116970,116940,116910,116880,116850,116820,116790,116760,580.14
117060,117030,117000,116970,116940,116910,116880,116850,116820,116790,585.72
117090,117060,117030,117000,116970,116940,116910,116880,116850,116820,598.08
117120,117090,117060,117030,117000,116970,116940,116910,116880,116850,607.32
117150,117120,117090,117060,117030,117000,116970,116940,116910,116880,579.18
117180,117150,117120,117090,117060,117030,117000,116970,116940,116910,593.7
117210,117180,117150,117120,117090,117060,117030,117000,116970,116940,562.02
117240,117210,117180,117150,117120,117090,117060,117030,117000,116970,624.36
117270,117240,117210,117180,117150,117120,117090,117060,117030,117000,629.64
117300,117270,117240,117210,117180,117150,117120,117090,117060,117030,624.24
117330,117300,117270,117240,117210,117180,117150,117120,117090,117060,648.24
117360,117330,117300,117270,117240,117210,117180,117150,117120,117090,614.64
117390,117360,117330,117300,117270,117240,117210,117180,117150,117120,598.14
117420,117390,117360,117330,117300,117270,117240,117210,117180,117150,647.64
117450,117420,117390,117360,117330,117300,117270,117240,117210,117180,673.92
117480,117450,117420,117390,117360,117330,117300,117270,117240,117210,662.64
117510,117480,117450,117420,117390,117360,117330,117300,117270,117240,687.78
117540,117510,117480,117450,117420,117390,117360,117330,117300,117270,698.28
117570,117540,117510,117480,117450,117420,117390,117360,117330,117300,681.42
117600,117570,117540,117510,117480,117450,117420,117390,117360,117330,724.56
117630,117600,117570,117540,117510,117480,117450,117420,117390,117360,698.1
117660,117630,117600,117570,117540,117510,117480,117450,117420,117390,697.26
117690,117660,117630,117600,117570,117540,117510,117480,117450,117420,677.1
117720,117690,117660,117630,117600,117570,117540,117510,117480,117450,672.96
117750,117720,117690,117660,117630,117600,117570,117540,117510,117480,631.98
117780,117750,117720,117690,117660,117630,117600,117570,117540,117510,630.06
117810,117780,117750,117720,117690,117660,117630,117600,117570,117540,658.38
117840,117810,117780,117750,117720,117690,117660,117630,117600,117570,637.32
117870,117840,117810,117780,117750,117720,117690,117660,117630,117600,596.4
117900,117870,117840,117810,117780,117750,117720,117690,117660,117630,605.7
117930,117900,117870,117840,117810,117780,117750,117720,117690,117660,593.4
117960,117930,117900,117870,117840,117810,117780,117750,117720,117690,594.12
117990,117960,117930,117900,117870,117840,117810,117780,117750,117720,597.6
118020,117990,117960,117930,117900,117870,117840,117810,117780,117750,580.56
118050,118020,117990,117960,117930,117900,117870,117840,117810,117780,583.5
118080,118050,118020,117990,117960,117930,117900,117870,117840,117810,571.62
118110,118080,118050,118020,117990,117960,117930,117900,117870,117840,561.78
118140,118110,118080,118050,118020,117990,117960,117930,117900,117870,590.7
118170,118140,118110,118080,118050,118020,117990,117960,117930,117900,612.9
118200,118170,118140,118110,118080,118050,118020,117990,117960,117930,558.9
118230,118200,118170,118140,118110,118080,118050,118020,117990,117960,556.2
118260,118230,118200,118170,118140,118110,118080,118050,118020,117990,551.7
118290,118260,118230,118200,118170,118140,118110,118080,118050,118020,535.5
118320,118290,118260,118230,118200,118170,118140,118110,118080,118050,587.58
118350,118320,118290,118260,118230,118200,118170,118140,118110,118080,609.66
118380,118350,118320,118290,118260,118230,118200,118170,118140,118110,581.4
118410,118380,118350,118320,118290,118260,118230,118200,118170,118140,571.26
118440,118410,118380,118350,118320,118290,118260,118230,118200,118170,574.68
118470,118440,118410,118380,118350,118320,118290,118260,118230,118200,566.76
118500,118470,118440,118410,118380,118350,118320,118290,118260,118230,623.52
118530,118500,118470,118440,118410,118380,118350,118320,118290,118260,607.32
118560,118530,118500,118470,118440,118410,118380,118350,118320,118290,577.44
118590,118560,118530,118500,118470,118440,118410,118380,118350,118320,578.1
118620,118590,118560,118530,118500,118470,118440,118410,118380,118350,572.4
118650,118620,118590,118560,118530,118500,118470,118440,118410,118380,584.52
118680,118650,118620,118590,118560,118530,118500,118470,118440,118410,623.88
118710,118680,118650,118620,118590,118560,118530,118500,118470,118440,653.28
118740,118710,118680,118650,118620,118590,118560,118530,118500,118470,652.38
118770,118740,118710,118680,118650,118620,118590,118560,118530,118500,660.36
118800,118770,118740,118710,118680,118650,118620,118590,118560,118530,643.26
118830,118800,118770,118740,118710,118680,118650,118620,118590,118560,619.08
118860,118830,118800,118770,118740,118710,118680,118650,118620,118590,648.66
118890,118860,118830,118800,118770,118740,118710,118680,118650,118620,680.94
118920,118890,118860,118830,118800,118770,118740,118710,118680,118650,635.4
118950,118920,118890,118860,118830,118800,118770,118740,118710,118680,606.9
118980,118950,118920,118890,118860,118830,118800,118770,118740,118710,637.26
119010,118980,118950,118920,118890,118860,118830,118800,118770,118740,660.48
119040,119010,118980,118950,118920,118890,118860,118830,118800,118770,612.78
119070,119040,119010,118980,118950,118920,118890,118860,118830,118800,669.66
119100,119070,119040,119010,118980,118950,118920,118890,118860,118830,645.96
119130,119100,119070,119040,119010,118980,118950,118920,118890,118860,607.98
119160,119130,119100,119070,119040,119010,118980,118950,118920,118890,588.36
119190,119160,119130,119100,119070,119040,119010,118980,118950,118920,539.82
119220,119190,119160,119130,119100,119070,119040,119010,118980,118950,564.06
119250,119220,119190,119160,119130,119100,119070,119040,119010,118980,651.54
119280,119250,119220,119190,119160,119130,119100,119070,119040,119010,616.68
119310,119280,119250,119220,119190,119160,119130,119100,119070,119040,559.2
119340,119310,119280,119250,119220,119190,119160,119130,119100,119070,545.16
119370,119340,119310,119280,119250,119220,119190,119160,119130,119100,568.32
119400,119370,119340,119310,119280,119250,119220,119190,119160,119130,562.2
119430,119400,119370,119340,119310,119280,119250,119220,119190,119160,606
119460,119430,119400,119370,119340,119310,119280,119250,119220,119190,581.4
119490,119460,119430,119400,119370,119340,119310,119280,119250,119220,574.68
119520,119490,119460,119430,119400,119370,119340,119310,119280,119250,578.04
119550,119520,119490,119460,119430,119400,119370,119340,119310,119280,580.14
119580,119550,119520,119490,119460,119430,119400,119370,119340,119310,591.36
119610,119580,119550,119520,119490,119460,119430,119400,119370,119340,635.34
119640,119610,119580,119550,119520,119490,119460,119430,119400,119370,591.18
119670,119640,119610,119580,119550,119520,119490,119460,119430,119400,585.36
119700,119670,119640,119610,119580,119550,119520,119490,119460,119430,576.12
119730,119700,119670,119640,119610,119580,119550,119520,119490,119460,586.92
119760,119730,119700,119670,119640,119610,119580,119550,119520,119490,558.42
119790,119760,119730,119700,119670,119640,119610,119580,119550,119520,615.06
119820,119790,119760,119730,119700,119670,119640,119610,119580,119550,555.84
119850,119820,119790,119760,119730,119700,119670,119640,119610,119580,510.96
119880,119850,119820,119790,119760,119730,119700,119670,119640,119610,539.4
119910,119880,119850,119820,119790,119760,119730,119700,119670,119640,531.78
119940,119910,119880,119850,119820,119790,119760,119730,119700,119670,528.06
119970,119940,119910,119880,119850,119820,119790,119760,119730,119700,550.5
120000,119970,119940,119910,119880,119850,119820,119790,119760,119730,482.46
120030,120000,119970,119940,119910,119880,119850,119820,119790,119760,474.42
120060,120030,120000,119970,119940,119910,119880,119850,119820,119790,561.42
120090,120060,120030,120000,119970,119940,119910,119880,119850,119820,573.72
120120,120090,120060,120030,120000,119970,119940,119910,119880,119850,542.1
120150,120120,120090,120060,120030,120000,119970,119940,119910,119880,590.7
120180,120150,120120,120090,120060,120030,120000,119970,119940,119910,562.14
120210,120180,120150,120120,120090,120060,120030,120000,119970,119940,573.84
120240,120210,120180,120150,120120,120090,120060,120030,120000,119970,587.52
120270,120240,120210,120180,120150,120120,120090,120060,120030,120000,590.4
120300,120270,120240,120210,120180,120150,120120,120090,120060,120030,593.58
120330,120300,120270,120240,120210,120180,120150,120120,120090,120060,603.24
120360,120330,120300,120270,120240,120210,120180,120150,120120,120090,615.48
120390,120360,120330,120300,120270,120240,120210,120180,120150,120120,598.26
120420,120390,120360,120330,120300,120270,120240,120210,120180,120150,606.6
120450,120420,120390,120360,120330,120300,120270,120240,120210,120180,605.04
120480,120450,120420,120390,120360,120330,120300,120270,120240,120210,594.36
120510,120480,120450,120420,120390,120360,120330,120300,120270,120240,620.28
120540,120510,120480,120450,120420,120390,120360,120330,120300,120270,618.6
120570,120540,120510,120480,120450,120420,120390,120360,120330,120300,594.9
120600,120570,120540,120510,120480,120450,120420,120390,120360,120330,592.98
120630,120600,120570,120540,120510,120480,120450,120420,120390,120360,561.9
120660,120630,120600,120570,120540,120510,120480,120450,120420,120390,544.98
120690,120660,120630,120600,120570,120540,120510,120480,120450,120420,601.44
120720,120690,120660,120630,120600,120570,120540,120510,120480,120450,594.54
120750,120720,120690,120660,120630,120600,120570,120540,120510,120480,588.84
